hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region,whrswk
yes,no,yes,9-11years,white,no,19.5,0,0,19.0,west,0
yes,no,yes,12years,white,no,7.0,1,0,13.08,west,0
yes,no,yes,16years,white,no,20.0,1,1,119.999,west,0
no,yes,no,16years,white,no,16.0,2,1,70.0,west,0
yes,no,yes,13-15years,white,no,20.0,0,1,19.0,west,30
yes,no,yes,13-15years,white,no,15.0,1,1,6.656,west,40
no,yes,yes,16years,white,no,8.0,0,0,32.0,west,55
yes,no,yes,13-15years,white,no,33.0,0,0,61.0,west,0
no,yes,yes,>16years,white,no,13.0,1,0,6.0,west,20
no,yes,yes,12years,white,no,10.0,1,1,22.0,west,45
yes,no,yes,13-15years,white,no,15.0,3,0,36.0,west,0
no,no,yes,12years,other,no,15.0,1,3,21.0,west,40
no,no,no,12years,white,no,27.0,0,0,10.971,west,40
yes,no,yes,12years,white,no,23.0,2,0,14.0,west,0
no,no,no,13-15years,white,no,21.0,1,1,5.5,west,0
yes,no,yes,12years,white,no,30.0,0,0,49.122,west,12
yes,yes,yes,13-15years,white,no,25.0,0,0,45.265,west,40
yes,no,yes,16years,white,no,33.0,0,0,6.22,west,18
yes,no,yes,12years,white,no,38.0,0,0,26.0,west,0
no,yes,no,16years,white,no,23.0,0,1,21.0,west,22
yes,no,yes,13-15years,white,no,13.0,3,1,45.0,west,0
no,yes,no,16years,white,no,17.0,0,0,0.0,west,44
yes,no,yes,12years,white,no,35.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,11.0,0,1,35.398,west,20
yes,no,yes,9-11years,white,yes,41.5,0,0,32.5,west,0
yes,no,yes,12years,white,yes,22.0,0,2,24.241,west,40
yes,no,yes,9-11years,white,no,20.5,0,1,23.759,west,36
no,yes,no,12years,white,yes,15.0,0,2,0.0,west,40
no,no,no,12years,white,no,22.0,0,0,0.0,west,0
yes,no,yes,<9years,white,no,51.0,0,0,0.0,west,0
no,yes,yes,16years,other,no,24.0,0,2,22.0,west,40
yes,no,yes,13-15years,other,no,27.0,0,1,32.0,west,40
yes,no,yes,9-11years,white,yes,29.5,1,0,17.0,west,0
no,no,no,12years,white,no,6.0,2,1,23.0,west,0
no,no,no,9-11years,white,no,47.5,0,0,0.0,west,0
no,yes,no,13-15years,white,yes,37.0,0,0,13.2,west,40
yes,no,yes,12years,white,no,37.0,0,0,0.0,west,0
no,yes,yes,13-15years,white,no,10.0,0,0,15.0,west,40
no,no,no,13-15years,white,no,19.0,1,2,0.0,west,0
no,yes,no,9-11years,white,no,9.5,0,0,20.0,west,40
no,no,no,9-11years,white,no,22.5,0,1,0.0,west,0
yes,yes,yes,13-15years,white,no,10.0,0,2,70.0,west,38
no,no,yes,9-11years,white,no,14.5,0,4,25.0,west,0
no,no,no,9-11years,other,no,29.5,0,0,25.0,west,0
yes,no,yes,13-15years,white,yes,17.0,0,2,28.0,west,40
yes,yes,yes,13-15years,white,no,23.0,1,0,36.0,west,36
no,no,no,12years,white,no,29.0,0,0,28.5,west,40
yes,no,yes,12years,white,no,34.0,0,2,24.0,west,0
yes,yes,yes,12years,white,no,32.0,0,1,15.0,west,33
yes,no,yes,13-15years,white,no,16.0,0,1,41.0,west,40
yes,no,yes,9-11years,white,yes,30.5,0,0,16.158,west,0
yes,no,yes,9-11years,white,no,31.5,0,2,40.0,west,0
no,no,no,13-15years,white,no,7.0,0,0,22.0,west,12
yes,no,yes,13-15years,white,no,24.0,2,0,19.265,west,40
no,no,yes,12years,white,no,23.0,0,1,38.0,west,46
yes,no,yes,9-11years,white,no,13.5,0,2,20.0,west,25
no,yes,no,13-15years,white,yes,26.0,0,0,24.0,west,40
yes,no,yes,13-15years,white,no,16.0,0,0,99.999,west,42
yes,no,yes,12years,white,yes,32.0,0,0,45.0,west,39
no,no,no,12years,white,no,9.0,1,1,14.0,west,40
no,yes,no,16years,white,no,27.0,0,0,35.0,west,40
no,no,no,13-15years,white,yes,11.0,1,3,0.0,west,0
no,no,no,12years,white,yes,21.0,0,2,26.0,west,20
yes,no,yes,13-15years,white,no,33.0,0,1,55.0,west,35
no,no,yes,13-15years,white,no,26.0,0,0,28.0,west,40
no,no,no,9-11years,white,no,48.5,0,0,0.0,west,0
no,yes,yes,9-11years,white,no,18.5,0,3,28.0,west,40
yes,no,yes,9-11years,white,no,32.5,0,0,12.9,west,40
no,yes,yes,>16years,white,no,13.0,1,0,32.0,west,40
no,yes,no,13-15years,white,no,20.0,0,1,33.85,west,48
yes,yes,yes,13-15years,white,no,32.0,0,0,17.58,west,0
no,no,no,16years,black,no,14.0,0,0,0.0,west,50
yes,no,yes,12years,white,no,40.0,0,2,39.52,west,0
yes,no,yes,12years,white,no,17.0,1,6,27.0,west,20
yes,no,yes,16years,white,no,14.0,1,3,44.2,west,0
yes,no,yes,12years,white,no,12.0,2,0,28.0,west,0
yes,yes,yes,12years,white,no,32.0,0,0,47.115,west,35
no,no,no,9-11years,white,no,29.5,0,0,1.0,west,40
yes,no,yes,16years,white,no,22.0,0,0,40.0,west,16
yes,no,yes,9-11years,white,no,38.5,0,0,11.4,west,0
no,no,no,<9years,white,yes,33.0,0,0,0.0,west,3
no,no,no,13-15years,white,no,10.0,0,1,13.0,west,40
yes,no,yes,12years,white,no,39.0,0,0,35.0,west,40
no,yes,yes,16years,white,no,5.0,0,0,25.0,west,40
no,yes,no,12years,white,no,22.0,0,4,10.999,west,40
no,no,no,9-11years,white,no,48.5,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,2.0,1,0,10.0,west,25
yes,no,yes,9-11years,white,no,47.5,0,0,0.08,west,0
no,no,no,13-15years,white,no,24.0,0,0,0.0,west,30
yes,no,yes,12years,white,no,47.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,44.0,0,0,0.0,west,0
no,no,no,9-11years,white,yes,27.5,0,2,0.0,west,0
yes,no,yes,9-11years,white,no,40.5,0,0,20.0,west,0
yes,no,yes,13-15years,white,no,21.0,0,1,37.0,west,20
yes,no,yes,12years,white,no,15.0,1,1,43.5,west,0
no,no,no,16years,white,yes,9.0,2,0,35.0,west,0
no,no,no,<9years,white,yes,22.0,1,3,10.0,west,25
no,yes,no,13-15years,white,no,10.0,0,0,24.0,west,45
yes,no,yes,>16years,white,no,26.0,0,1,36.0,west,46
yes,no,yes,12years,white,no,14.0,2,0,34.0,west,6
no,no,no,12years,white,no,41.0,0,0,0.0,west,35
yes,no,yes,13-15years,white,no,45.0,0,0,0.0,west,0
no,no,no,12years,white,no,19.0,0,2,0.0,west,40
yes,no,yes,13-15years,white,no,19.0,0,2,42.0,west,0
yes,no,yes,13-15years,white,no,11.0,0,2,28.0,west,0
no,no,no,12years,white,no,16.0,0,2,30.0,west,45
no,no,no,13-15years,white,no,35.0,0,0,12.0,west,60
yes,no,yes,9-11years,white,no,20.5,0,3,13.0,west,40
no,yes,yes,>16years,white,no,9.0,2,0,18.0,west,40
yes,no,yes,12years,white,no,42.0,0,0,11.0,west,36
yes,yes,yes,16years,white,no,33.0,0,0,52.004,west,45
no,no,no,13-15years,white,no,16.0,1,2,40.0,west,30
yes,no,yes,16years,white,no,27.0,0,0,55.104,west,30
yes,no,yes,13-15years,white,no,25.0,0,0,42.0,west,37
no,no,no,12years,white,yes,11.0,2,2,15.0,west,35
no,yes,no,13-15years,white,no,13.0,0,2,22.2,west,40
yes,no,yes,13-15years,white,no,12.0,0,0,46.0,west,45
no,no,no,13-15years,white,no,11.0,0,0,48.0,west,40
no,no,no,13-15years,black,no,15.0,1,0,32.0,west,45
no,yes,no,16years,white,no,39.0,0,0,0.0,west,40
no,no,no,12years,white,no,9.0,1,0,42.0,west,0
yes,no,yes,13-15years,white,no,24.0,0,0,82.0,west,0
no,no,no,13-15years,white,no,17.0,0,2,21.6,west,15
yes,no,yes,16years,white,no,30.0,0,1,99.999,west,0
yes,no,yes,13-15years,white,no,36.0,0,0,28.0,west,0
yes,no,yes,12years,white,yes,24.0,0,2,50.0,west,0
yes,no,yes,16years,white,no,18.0,1,1,28.0,west,50
yes,no,yes,12years,white,no,10.0,2,1,12.914,west,40
no,yes,yes,16years,white,no,22.0,0,1,25.0,west,40
yes,yes,yes,13-15years,white,no,38.0,0,0,0.0,west,40
yes,no,yes,13-15years,white,no,40.0,0,0,55.0,west,0
no,yes,no,13-15years,white,no,9.0,1,0,50.0,west,40
no,no,no,13-15years,white,no,10.0,1,1,36.0,west,0
yes,yes,yes,12years,white,no,37.0,0,0,50.0,west,32
no,no,no,13-15years,white,no,14.0,1,1,40.0,west,40
no,no,no,12years,white,no,10.0,1,0,50.0,west,60
yes,yes,yes,13-15years,white,yes,29.0,0,0,0.3,west,35
yes,yes,yes,13-15years,white,no,11.0,1,0,40.0,west,50
yes,no,yes,12years,white,no,35.0,0,0,52.0,west,0
no,no,yes,9-11years,white,no,30.5,0,0,20.0,west,40
yes,no,yes,13-15years,white,no,31.0,0,1,0.0,west,35
no,no,yes,<9years,white,no,37.0,0,2,42.0,west,40
no,no,no,12years,white,no,17.0,0,2,70.0,west,0
no,no,no,13-15years,white,no,8.0,1,1,15.0,west,30
no,no,no,12years,black,no,8.0,2,0,16.0,west,40
no,no,no,16years,white,no,5.0,2,0,15.0,west,40
no,no,no,12years,white,no,6.0,1,0,14.0,west,0
yes,no,yes,16years,white,no,14.0,1,1,28.7,west,40
no,yes,no,13-15years,white,yes,22.0,0,1,43.0,west,45
yes,no,yes,9-11years,white,no,22.5,1,2,29.0,west,0
no,no,no,13-15years,white,no,19.0,0,2,0.0,west,6
yes,no,yes,13-15years,white,no,33.0,0,0,42.0,west,30
no,no,no,12years,white,no,12.0,0,2,0.0,west,35
no,no,no,9-11years,white,no,10.5,1,1,20.0,west,40
yes,yes,yes,13-15years,white,no,24.0,0,1,34.0,west,48
yes,yes,yes,<9years,white,yes,32.0,0,3,17.0,west,38
yes,no,yes,>16years,white,no,25.0,0,2,33.0,west,45
no,no,no,16years,white,no,17.0,0,0,1.7,west,40
yes,no,yes,12years,white,no,21.0,0,1,60.0,west,0
yes,no,yes,13-15years,white,no,29.0,0,0,75.0,west,0
yes,yes,yes,9-11years,white,no,20.5,1,1,25.0,west,40
yes,no,yes,13-15years,white,no,22.0,0,1,23.0,west,7
yes,no,yes,16years,white,no,21.0,0,1,48.0,west,30
no,no,no,12years,white,no,22.0,4,3,0.0,west,0
yes,no,yes,13-15years,white,no,19.0,0,4,45.0,west,6
yes,no,yes,13-15years,white,no,16.0,1,4,58.0,west,25
no,no,no,12years,white,no,13.0,2,1,33.0,west,0
no,yes,no,12years,white,no,47.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,10.0,2,0,32.548,west,0
yes,no,yes,9-11years,white,no,15.5,1,1,38.3,west,0
yes,no,yes,12years,white,no,36.0,0,0,48.0,west,0
yes,no,yes,12years,white,no,30.0,0,1,31.549,west,14
no,yes,yes,12years,white,no,13.0,0,0,39.0,west,40
yes,no,yes,12years,white,no,46.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,16.0,0,3,30.5,west,20
no,no,no,12years,white,no,8.0,0,0,15.0,west,40
yes,no,yes,13-15years,white,no,38.0,0,0,80.0,west,0
no,no,no,>16years,white,no,23.0,0,0,50.0,west,40
no,no,no,12years,white,no,20.0,1,1,0.0,west,0
yes,yes,yes,12years,white,no,15.0,0,2,25.0,west,15
yes,no,yes,16years,white,no,5.0,0,0,28.0,west,5
no,yes,yes,16years,white,no,21.0,0,0,41.0,west,24
no,no,no,13-15years,white,no,-1.0,1,0,9.957,west,0
no,no,no,13-15years,white,no,12.0,2,0,15.0,west,0
yes,no,yes,12years,white,no,2.0,0,0,10.0,west,40
yes,no,yes,13-15years,white,no,29.0,0,0,32.0,west,25
no,yes,no,9-11years,white,no,35.5,0,0,0.0,west,50
yes,yes,yes,13-15years,white,no,31.0,0,0,20.0,west,48
no,no,no,12years,white,no,44.0,0,0,0.0,west,0
yes,no,yes,13-15years,white,no,14.0,1,1,40.158,west,3
no,no,no,13-15years,white,no,15.0,0,2,15.388,west,40
no,no,no,12years,other,no,16.0,1,0,7.0,west,24
no,no,no,12years,other,no,20.0,1,3,10.5,west,4
yes,no,yes,16years,white,no,8.0,2,0,51.935,west,0
yes,yes,yes,13-15years,white,no,26.0,0,1,48.5,west,40
no,yes,no,12years,white,no,14.0,0,2,13.5,west,40
no,yes,no,16years,white,no,38.0,0,0,0.0,west,40
yes,yes,yes,12years,white,no,23.0,2,0,50.0,west,38
yes,no,yes,13-15years,white,no,32.0,0,0,27.0,west,0
no,no,no,16years,white,no,26.0,0,3,0.0,west,0
yes,no,yes,12years,white,no,22.0,0,3,59.0,south,25
yes,no,yes,12years,white,no,19.0,0,3,27.04,south,40
no,no,no,16years,white,no,20.0,0,1,22.0,south,24
no,no,no,13-15years,white,no,2.0,1,0,15.0,south,40
yes,no,yes,9-11years,white,no,45.5,0,0,0.0,south,0
yes,no,yes,13-15years,white,no,20.0,0,2,32.658,south,50
no,yes,no,12years,white,no,28.0,0,1,24.0,south,40
no,no,no,9-11years,white,no,20.5,0,1,4.0,south,35
no,yes,no,12years,white,no,18.0,2,1,30.0,south,40
no,yes,no,13-15years,white,no,26.0,0,1,2.4,south,40
yes,no,yes,12years,white,no,28.0,0,0,35.0,south,20
yes,yes,yes,12years,white,no,13.0,1,0,28.0,south,40
no,yes,no,12years,white,no,29.0,0,0,40.0,south,40
no,yes,yes,13-15years,white,no,5.0,1,0,22.0,south,35
no,no,no,12years,white,no,38.0,0,0,8.0,south,28
no,no,no,13-15years,white,no,27.0,0,1,31.0,south,40
no,no,no,12years,black,no,17.0,1,3,36.0,south,40
yes,no,yes,12years,white,no,11.0,1,1,26.0,south,40
no,no,no,9-11years,white,no,43.5,0,0,0.0,south,0
no,yes,yes,16years,white,no,15.0,0,0,27.0,south,40
yes,no,yes,12years,white,yes,25.0,0,0,55.0,south,0
yes,no,yes,12years,white,no,27.0,1,1,90.0,south,0
no,no,no,13-15years,white,no,10.0,1,0,55.0,south,0
yes,yes,yes,13-15years,white,no,13.0,0,1,25.0,south,40
no,yes,yes,>16years,white,no,9.0,0,0,49.5,south,40
no,yes,no,12years,white,no,41.0,0,0,0.0,south,45
yes,no,yes,12years,white,no,38.0,0,0,52.0,south,40
no,no,no,9-11years,white,no,2.5,1,0,28.0,south,0
no,no,no,12years,black,no,26.0,0,0,0.0,south,0
yes,yes,yes,12years,black,no,37.0,0,0,26.0,south,40
yes,no,yes,13-15years,white,no,27.0,0,0,29.0,south,0
yes,no,yes,13-15years,white,no,36.0,0,0,78.0,south,22
no,yes,no,13-15years,white,no,5.0,0,0,6.0,south,45
yes,no,yes,13-15years,white,no,37.0,0,0,36.123,south,0
no,yes,no,12years,white,no,23.0,1,1,40.0,south,40
yes,no,yes,13-15years,white,no,20.0,0,2,40.0,south,20
yes,no,yes,13-15years,white,no,28.0,0,0,24.0,south,40
no,yes,no,13-15years,white,no,12.0,1,1,48.0,south,40
no,no,no,13-15years,white,no,16.0,2,0,56.0,south,35
no,no,no,13-15years,white,no,13.0,0,0,0.0,south,40
no,no,no,12years,white,no,10.0,0,1,11.7,south,0
yes,no,yes,13-15years,white,no,21.0,0,2,42.0,south,40
no,yes,no,16years,white,no,11.0,2,0,55.0,south,40
no,yes,no,12years,white,no,4.0,1,0,11.0,south,35
yes,yes,yes,>16years,white,no,13.0,0,0,25.0,south,40
no,no,no,12years,white,no,33.0,0,0,0.0,south,35
yes,no,yes,12years,white,no,38.0,0,0,27.0,south,50
yes,no,yes,12years,white,no,33.0,0,0,45.0,south,0
no,yes,no,12years,white,no,32.0,0,0,42.0,south,40
no,no,no,9-11years,white,no,12.5,1,1,6.0,south,30
yes,yes,yes,12years,white,no,8.0,1,0,35.0,south,24
no,yes,no,16years,white,no,15.0,0,2,40.0,south,38
no,no,no,13-15years,white,no,22.0,0,1,99.999,south,0
no,yes,no,>16years,white,no,27.0,0,0,10.0,south,40
yes,yes,yes,>16years,black,no,19.0,0,3,24.0,south,40
no,no,yes,12years,white,no,34.0,0,0,41.407,south,0
yes,no,yes,12years,white,no,20.0,1,1,46.0,south,32
no,no,no,12years,white,no,20.0,0,2,0.0,south,0
no,no,no,12years,white,no,15.0,0,2,6.0,south,0
yes,no,yes,9-11years,white,no,43.5,0,0,42.0,south,0
no,yes,yes,13-15years,white,no,16.0,0,2,25.0,south,42
no,yes,no,12years,white,no,9.0,2,0,2.1,south,40
no,no,no,<9years,white,no,49.0,0,0,0.0,south,30
no,yes,no,12years,white,no,34.0,0,0,35.0,south,40
yes,yes,yes,12years,white,no,43.0,0,0,10.0,south,45
no,no,no,16years,white,no,13.0,1,0,0.0,south,0
yes,no,yes,12years,white,no,7.0,1,1,26.0,south,0
yes,yes,yes,12years,white,no,32.0,0,1,23.0,south,40
yes,no,yes,9-11years,white,no,13.5,1,0,24.0,south,0
no,yes,no,13-15years,white,no,25.0,0,0,0.0,south,38
no,no,no,16years,white,no,31.0,0,0,0.0,south,0
yes,yes,yes,13-15years,white,no,4.0,0,0,26.0,south,40
no,no,no,>16years,white,no,20.0,0,2,31.2,south,48
no,no,no,12years,white,no,12.0,1,0,22.0,south,35
no,yes,yes,13-15years,white,no,27.0,0,0,30.67,south,44
no,no,no,12years,white,no,25.0,1,3,0.0,south,40
no,yes,no,12years,white,yes,29.0,0,0,11.0,south,35
no,no,no,12years,white,no,10.0,1,2,24.0,south,0
yes,no,yes,13-15years,white,no,36.0,0,0,25.0,south,0
no,no,no,12years,white,no,29.0,0,0,43.0,south,40
yes,no,yes,9-11years,white,no,22.5,0,2,25.0,south,0
yes,no,yes,12years,white,no,28.0,0,0,30.0,south,35
yes,no,yes,12years,white,no,9.0,1,1,35.0,south,28
no,no,no,9-11years,white,no,40.5,0,0,0.0,south,40
no,no,no,12years,white,no,13.0,1,0,12.7,south,0
no,no,no,>16years,white,no,28.0,0,0,0.0,south,0
no,yes,yes,>16years,white,no,31.0,0,0,6.666,south,50
no,no,no,12years,white,no,12.0,1,1,0.0,south,0
no,no,no,16years,black,no,26.0,0,0,22.0,south,40
no,yes,yes,13-15years,white,no,24.0,0,0,0.0,south,70
yes,no,yes,12years,white,no,23.0,0,0,33.0,south,25
no,no,no,16years,white,no,10.0,0,0,19.5,south,40
no,yes,yes,13-15years,white,no,43.0,0,0,0.0,south,7
yes,no,yes,12years,white,no,14.0,1,1,27.0,south,40
no,yes,yes,12years,white,no,24.0,0,1,35.0,south,40
no,yes,no,>16years,black,no,17.0,0,2,0.4,south,39
yes,no,yes,13-15years,white,no,21.0,0,2,35.0,south,0
yes,no,yes,12years,white,no,20.0,0,1,50.0,south,40
no,no,no,12years,white,no,21.0,0,2,4.29,south,32
no,yes,yes,12years,white,no,45.0,0,0,0.0,south,0
no,no,yes,12years,white,no,19.0,0,3,25.0,south,0
no,no,no,9-11years,white,no,18.5,0,2,4.8,south,70
no,yes,no,12years,white,no,32.0,0,0,22.197,south,44
no,yes,no,13-15years,white,no,15.0,2,0,40.0,south,20
no,yes,no,16years,black,no,42.0,0,0,0.0,south,60
yes,no,yes,9-11years,white,no,25.5,0,1,20.0,south,38
no,no,yes,13-15years,white,no,29.0,0,0,43.0,south,0
yes,yes,yes,16years,white,no,26.0,0,0,30.0,south,40
no,yes,no,16years,white,no,11.0,1,1,15.5,south,40
yes,no,yes,13-15years,white,no,7.0,0,0,32.0,south,38
no,no,no,12years,white,no,33.0,0,0,20.0,south,0
no,no,no,9-11years,white,no,6.5,1,0,11.2,south,0
no,yes,no,13-15years,white,no,2.0,3,0,14.0,south,40
yes,no,yes,9-11years,white,no,47.5,0,0,80.0,south,0
no,yes,no,9-11years,white,no,42.5,0,0,0.0,south,0
no,no,no,<9years,white,yes,12.0,0,0,11.0,south,40
yes,no,yes,<9years,white,no,51.0,0,0,0.0,south,0
no,no,no,12years,white,no,10.0,2,0,0.0,south,0
no,no,no,12years,white,no,9.0,2,0,8.0,south,40
no,yes,no,12years,white,no,11.0,0,0,0.0,south,40
no,no,no,12years,white,no,2.0,0,0,0.0,south,35
yes,no,yes,12years,white,no,30.0,0,0,31.0,south,25
yes,yes,yes,16years,white,no,25.0,0,0,35.0,south,40
no,no,no,9-11years,white,no,11.5,1,1,14.7,south,42
yes,no,yes,12years,white,no,12.0,1,0,15.0,south,30
yes,no,yes,13-15years,white,no,16.0,0,3,28.0,south,36
no,yes,yes,13-15years,white,no,30.0,0,0,12.0,south,40
no,yes,yes,13-15years,white,no,32.0,0,0,1.654,south,40
yes,no,yes,13-15years,white,no,11.0,2,0,90.0,south,18
no,no,no,9-11years,white,no,25.5,1,2,11.6,south,0
yes,no,yes,12years,white,no,45.0,0,0,0.0,south,0
yes,no,yes,13-15years,white,no,14.0,0,1,25.189,south,50
no,no,no,12years,white,no,13.0,0,0,17.9,south,40
no,no,no,12years,white,no,1.0,1,0,14.0,south,0
yes,no,yes,9-11years,white,no,17.5,0,1,39.0,south,45
yes,no,yes,12years,white,no,36.0,0,0,91.0,south,0
no,yes,yes,16years,white,no,5.0,1,0,20.0,south,36
yes,yes,yes,13-15years,white,no,34.0,0,0,29.094,south,35
no,no,no,<9years,black,no,44.0,0,2,0.0,south,18
no,yes,no,13-15years,black,no,22.0,1,1,0.0,south,40
no,yes,no,12years,black,no,20.0,0,3,0.0,south,40
no,no,no,9-11years,white,no,8.5,0,0,3.2,south,40
no,yes,yes,16years,white,no,3.0,0,0,0.9,south,40
no,yes,yes,12years,white,no,7.0,0,0,36.0,south,40
yes,no,yes,>16years,white,no,35.0,0,0,23.0,south,40
no,yes,yes,12years,black,no,16.0,0,2,22.5,south,40
yes,yes,yes,12years,white,no,4.0,0,0,22.0,south,40
yes,no,yes,13-15years,white,no,33.0,0,0,45.0,south,0
no,yes,no,12years,white,no,13.0,2,0,16.0,south,40
yes,no,yes,13-15years,white,no,38.0,0,0,92.0,south,0
yes,no,yes,12years,white,no,13.0,2,0,30.0,south,24
no,no,no,13-15years,black,no,30.0,0,0,9.0,south,35
no,no,no,<9years,white,no,49.0,0,0,0.0,south,0
no,no,no,9-11years,white,no,3.5,1,0,22.1,south,20
no,yes,no,12years,white,no,23.0,0,0,1.25,south,54
no,yes,no,12years,white,no,8.0,0,0,5.0,south,40
yes,no,yes,12years,white,no,34.0,0,0,35.0,south,8
yes,no,yes,12years,white,no,23.0,0,1,35.0,south,38
no,yes,yes,12years,white,no,5.0,1,0,22.0,south,40
yes,yes,yes,12years,white,no,16.0,0,1,24.0,south,40
yes,yes,yes,13-15years,white,no,27.0,0,0,22.217,south,40
no,no,no,<9years,black,no,47.0,0,0,9.36,south,0
yes,no,yes,12years,white,no,6.0,2,0,13.077,south,0
yes,no,yes,13-15years,white,no,18.0,0,2,30.0,south,40
no,no,no,9-11years,white,no,26.5,0,0,16.0,south,22
no,no,no,<9years,white,no,47.0,0,0,0.0,south,15
no,no,no,<9years,white,no,17.0,2,1,15.0,south,0
no,no,no,12years,white,no,46.0,0,0,0.0,south,0
yes,no,yes,16years,white,no,17.0,0,0,35.0,south,55
no,no,no,12years,white,no,3.0,1,0,0.0,south,35
yes,no,yes,9-11years,white,no,8.5,1,0,27.0,south,0
no,yes,yes,12years,white,no,12.0,1,1,26.0,south,35
no,no,no,9-11years,white,no,24.5,0,2,26.0,south,0
no,yes,no,12years,black,no,46.0,0,0,0.0,south,36
no,no,no,12years,white,no,15.0,0,0,99.999,south,40
no,no,no,13-15years,white,no,19.0,1,0,26.0,south,8
no,yes,no,9-11years,white,no,29.5,0,0,0.0,south,40
yes,no,yes,12years,black,no,26.0,0,2,20.0,south,40
no,yes,no,16years,white,no,6.0,1,0,4.0,south,40
no,no,no,<9years,white,no,44.0,0,0,0.0,south,0
yes,no,yes,12years,white,no,36.0,0,0,20.0,south,40
no,no,no,9-11years,white,no,23.5,0,1,2.1,northcentral,38
yes,no,yes,12years,white,no,35.0,0,0,7.5,northcentral,20
yes,no,yes,12years,white,no,19.0,0,2,50.0,northcentral,25
no,yes,no,12years,white,no,17.0,0,1,0.0,northcentral,45
yes,yes,yes,9-11years,white,no,37.5,0,0,10.0,northcentral,48
no,no,no,13-15years,white,no,13.0,0,3,20.0,northcentral,16
yes,no,yes,12years,white,no,35.0,0,0,3.56,northcentral,0
no,no,yes,16years,white,no,3.0,0,0,35.0,northcentral,40
no,no,no,9-11years,white,no,20.5,0,4,0.0,northcentral,16
no,yes,yes,13-15years,white,no,31.0,0,1,40.0,northcentral,40
no,yes,no,13-15years,white,no,26.0,0,1,16.0,northcentral,40
yes,no,yes,12years,white,no,46.0,0,0,22.5,northcentral,0
yes,no,yes,9-11years,white,no,22.5,0,1,39.0,northcentral,0
yes,no,yes,12years,white,no,29.0,0,1,33.5,northcentral,36
no,yes,yes,13-15years,white,no,4.0,0,0,23.0,northcentral,40
yes,yes,yes,12years,white,no,10.0,0,0,38.468,northcentral,23
yes,no,yes,13-15years,white,no,18.0,0,3,20.16,northcentral,18
yes,yes,yes,13-15years,white,no,14.0,0,2,35.0,northcentral,40
yes,no,yes,12years,white,no,12.0,1,2,25.0,northcentral,30
yes,yes,yes,12years,white,no,29.0,0,0,20.7,northcentral,48
no,yes,yes,12years,white,no,30.0,0,1,17.32,northcentral,42
no,yes,yes,>16years,white,no,9.0,1,0,24.0,northcentral,55
yes,no,yes,13-15years,white,no,22.0,0,1,20.0,northcentral,40
no,yes,yes,12years,white,no,12.0,1,0,17.3,northcentral,32
yes,no,yes,12years,white,no,30.0,0,0,55.0,northcentral,40
no,no,no,13-15years,white,no,9.0,2,1,0.0,northcentral,0
yes,no,yes,13-15years,white,no,2.0,1,0,25.0,northcentral,40
no,no,no,12years,white,no,3.0,2,0,13.0,northcentral,0
no,no,no,9-11years,white,no,30.5,0,1,6.5,northcentral,0
no,no,no,12years,white,no,34.0,0,1,4.5,northcentral,20
no,yes,yes,12years,white,no,28.0,0,0,24.173,northcentral,40
yes,no,yes,12years,white,no,24.0,0,1,38.0,northcentral,40
no,no,no,9-11years,white,no,15.5,0,2,29.12,northcentral,0
no,no,no,12years,white,no,33.0,0,0,14.8,northcentral,16
no,yes,no,12years,white,no,11.0,1,2,7.865,northcentral,40
no,no,no,12years,white,no,44.0,0,0,0.0,northcentral,40
no,no,no,13-15years,white,no,9.0,2,1,13.0,northcentral,30
no,yes,no,12years,white,no,15.0,0,3,27.0,northcentral,35
no,yes,no,12years,white,no,22.0,0,4,0.0,northcentral,25
no,yes,no,12years,white,no,35.0,0,0,16.0,northcentral,40
yes,no,yes,13-15years,white,no,10.0,0,1,21.15,northcentral,30
no,no,no,12years,white,no,45.0,0,0,5.316,northcentral,0
yes,yes,yes,16years,white,no,7.0,0,0,42.0,northcentral,40
no,yes,no,13-15years,white,no,19.0,0,2,25.0,northcentral,42
yes,yes,yes,16years,white,no,19.0,0,2,23.0,northcentral,60
yes,no,yes,12years,white,no,11.0,1,0,29.0,northcentral,25
no,yes,no,>16years,white,no,13.0,2,2,24.0,northcentral,45
yes,no,yes,12years,white,no,17.0,1,2,21.225,northcentral,0
yes,no,yes,13-15years,white,no,15.0,0,2,12.64,northcentral,34
no,no,no,12years,white,no,42.0,0,0,0.0,northcentral,40
yes,no,yes,12years,white,no,24.0,0,1,23.0,northcentral,57
yes,no,yes,12years,white,no,8.0,0,0,32.0,northcentral,40
no,yes,no,13-15years,white,no,10.0,1,1,14.4,northcentral,40
yes,no,yes,13-15years,white,no,12.0,3,3,32.0,northcentral,20
no,yes,no,12years,white,no,14.0,0,2,14.0,northcentral,40
yes,no,yes,12years,white,no,20.0,0,2,21.634,northcentral,40
yes,no,yes,12years,white,no,18.0,1,1,18.667,northcentral,0
no,yes,no,12years,white,no,15.0,0,3,12.6,northcentral,45
yes,yes,yes,12years,white,no,36.0,0,0,25.0,northcentral,40
